Ramo;Codigo;Nome;Apelido;Razao social;Situacao;Contato;E-mail do contato;Inscricao municipal;Codigo do municipio;Endereco fiscal;Numero;Complemento;Bairro fiscal;Cidade fiscal;UF fiscal;CEP fiscal;Endereco cobranca;Numero;Complemento;Bairro cobranca;Cidade cobranca;UF cobranca;CEP cobranca;Telefone (1);Telefone (2);Fax;Celular;Zona fiscal;SUFRAMA;Tipo pessoa;CNPJ/CPF;Ultima venda ;Inscr.estadual/R.G.;Cod.representante;Nome representante;2  DOC./CRM   ;UF;Endereco de entrega 1;Endereco de entrega 2;Endereco de entrega 3;Endereco de entrega 4;Endereco de entrega 5;Ultima NF emitida;Data ultima NF emitida;Limite credito;Cod.plano pagto;Plano pagto;Observacoes;Tipo;Codigo;Especialidade;Em uso?;Data de cadastro;Transportadora;Lista de precos;Portador;Carteira;Codigo de terceiro;Ultima atualizacao;Grupo de cliente;Descricao do grupo de cliente;Emite NF?
1;139;XPF COMERCIO;XPF COMERCIO;XPF COMERCIO DE PRODUTOS HOSPITALARES LTDA;Liberado com limite de credito  ;FINANCEIRO;financeiro@xpf.med.br;          ;3548807;TERRACOTA                          ;185;CONJ 422;CERAMICA;SAO CAETANO DO SUL;SP;9531190;TERRACOTA                          ;185;CONJ 422;CERAMICA;SAO CAETANO DO SUL;SP;9531190;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'51213743000180;20/12/2024;'636538247110;3;ANDERSON R;';;;;;;;31.464;20/12/2024;0;4;4X;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05;Distribuidor;   ;                              ;;15/02/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/01/2025;50;GRUPO X-SAFE                       ;Opcional com default SIM
1;140;CURA MEDICAL;CURA MEDICAL;CURA MEDICAL PRODUTOS MEDICOS-HOSPITALARES LTDA;Venda proibida                  ;Leonard Sena;comercial@curamedical.com.br,;          ;3205309;DOUTOR JOAO CARLOS DE SOUZA        ;40;SALA 105;SANTA LUIZA;VITORIA;ES;29045410;DOUTOR JOAO CARLOS DE SOUZA        ;40;SALA 105;SANTA LUIZA;VITORIA;ES;29045410;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'08057020000100;12/11/2024;'082402884;34;PEDRO;';;;;;;;31.289;12/11/2024;0;   ;;AFE SEM TRANSPORTE-DECLARAÇÃO REV05    SEM CONTRATO;Distribuidor;   ;                              ;;20/02/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;13/11/2024;7;CURA MEDICAL                       ;Opcional com default SIM
1;141;MOPORA TREINAMENTO E ENSINO LTDA.;MOPORA TREINAMENTO E ENSINO LTDA.;MOPORA TREINAMENTO E ENSINO LTDA.;Liberado com limite de credito  ;;;          ;3550308;FRANCISCO ISOLDI                   ;315;APT: 81,;SUMAREZINHO;SAO PAULO;SP;5441040;FRANCISCO ISOLDI                   ;315;APT: 81,;SUMAREZINHO;SAO PAULO;SP;5441040;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'20763308000104;23/02/2024;'ISENTO;1;SURGICAL;';;;;;;;651;23/02/2024;0;   ;;;Hospital;   ;                              ;;22/02/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;22/02/2024;76;MOPORA                             ;Opcional com default SIM
1;142;ASSOCIACAO HOSPITALAR LENOIR VARGAS;ASSOCIACAO HOSPITALAR LENOIR VARGAS;ASSOCIACAO HOSPITALAR LENOIR VARGAS FERREIRA;Liberado com limite de credito  ;;;          ;4204202;PRACA CORONEL BERTASO, 154         ;1448;E;CENTRO;CHAPECO;SC;89801970;PRACA CORONEL BERTASO, 154         ;1448;E;CENTRO;CHAPECO;SC;89801970;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'02122913000106;          ;'ISENTO;1;SURGICAL;';;;;;;;30.075;07/03/2024;0;   ;;;Hospital;   ;                              ;;06/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/03/2024;;;Opcional com default SIM
1;143;HOSPITAL INSTITUTO IDEAS;HOSPITAL INSTITUTO IDEAS;INSTITUTO DE DESENVOLVIMENTO ENSINO E ASSISTENCIA A SAUDE;Liberado com limite de credito  ;;;          ;3304557;MARECHAL CAMARA                    ;160;SAL 1628 SAL 16;CENTRO;RIO DE JANEIRO;RJ;20020080;MARECHAL CAMARA                    ;160;SAL 1628 SAL 16;CENTRO;RIO DE JANEIRO;RJ;20020080;2128688120;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'24006302001107;          ;'ISENTO;34;PEDRO;';;;;;;;30.107;14/03/2024;0;   ;;;Hospital;   ;                              ;;12/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;12/03/2024;;;Opcional com default SIM
1;144;OMNI ODONTOMEDICA;OMNI ODONTOMEDICA;M. F. DA S. FRANCO LTDA;Liberado com limite de credito  ;Marcus;marcus@omniodontomed.com.br,;166446;1501402;CONEGO JERONIMO PIMENTEL           ;504;A;UMARIZAL;BELEM;PA;66055000;CONEGO JERONIMO PIMENTEL           ;504;A;UMARIZAL;BELEM;PA;66055000;(91) 30399020;;;;Mercado interno;;C-Pessoa juridica contribuinte;'08084503000102;29/11/2024;'152549137;34;PEDRO;';;;;;;;31.377;29/11/2024;34;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;13/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/11/2024;77;OMNI                               ;Opcional com default SIM
1;145;BOSTON SCIENTIFIC;BOSTON SCIENTIFIC;BOSTON SCIENTIFIC DO BRASIL LTDA;Venda proibida                  ;Murilo;murilo.rodrigues@bsci.com, victor.granado@bsci.com, luisa.dosanjos@bsci.com,                        ;207906300;3550308;DAS NACOES UNIDAS                  ;21476;: PREDIOS P8 P9;VILA ALMEIDA;SAO PAULO;SP;4795000;DAS NACOES UNIDAS                  ;21476;: PREDIOS P8 P9;VILA ALMEIDA;SAO PAULO;SP;4795000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'01513946000114;10/04/2024;'114954590110;34;PEDRO;';;;;;;;703;10/04/2024;0;   ;;AFE SEM TRANSPORTE - DECL.  - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;18/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;71;BOSTON SCIENTIFIC                  ;Opcional com default SIM
1;146;BANCO ITAUCARD S.A.;ITAUCARD FINANCEIRA;BANCO ITAUCARD S.A.;Cliente provisorio              ;;;          ;3550308;PC  ALFREDO E DE SOUZA ARANHA, 100 ;100;TORRE;PARQUE JABAQUARA;SAO PAULO;SP;4344902;PC  ALFREDO E DE SOUZA ARANHA, 100 ;100;TORRE;PARQUE JABAQUARA;SAO PAULO;SP;4344902;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'17192451000170;          ;'00000;1;SURGICAL;';;;;;;;       ;          ;3500000;   ;;;Outros;   ;                              ;;26/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/03/2024;;;Opcional com default SIM
1;147;BIO LIFE SURGICAL SP;BIO LIFE SURGICAL SP;BIO LIFE SURGICAL COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS HOSPITALARES LTDA;Venda proibida                  ;Camila Brito;qualidade@biolifesurgical.com.br, logistica@biolifesurgical.com.br,;105027;3548807;MANOEL COELHO                      ;676;SALA 1417;CENTRO;SAO CAETANO DO SUL;SP;9510101;MANOEL COELHO                      ;676;SALA 1417;CENTRO;SAO CAETANO DO SUL;SP;9510101;1142246085;;;;Mercado interno;;C-Pessoa juridica contribuinte;'30607541000143;28/10/2024;'636361408117;34;PEDRO;';;;;;;;924;28/10/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;28/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;82;BIO LIFE SURGICAL                  ;Opcional com default SIM
1;148;EVVOMED RJ;EVVOMED RJ;F.S PINHO FILHO COMERCIO MEDICO;Venda proibida                  ;FERNANDO;andrea@evvomed.com.br, evvomed@evvomed.com.br,;          ;3304557;RUA CONDE LAGES, 44                ;44;SAL 915;CENTRO;RIO DE JANEIRO;RJ;20241900;RUA CONDE LAGES, 44                ;44;SAL 915;CENTRO;RIO DE JANEIRO;RJ;20241900;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'30106914000100;17/06/2024;'11114148;34;PEDRO;';;;;;;;756;17/06/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;28/03/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;02/12/2024;83;EVVOMED RJ                         ;Opcional com default SIM
1;149;GLYDSTONE SILVA CEZAR;GLYDSTONE SILVA CEZAR;GLYDSTONE SILVA CEZAR;Liberado com limite de credito  ;;;          ;1302603;AV. MANECA MARQUES                 ;270;apt 404 Torre M;PQ. 10 DE NOVEMBRO;MANACAPURU;AM;6905502;AV. MANECA MARQUES                 ;270;apt 404 Torre M;PQ. 10 DE NOVEMBRO;MANACAPURU;AM;6905502;92 8111-2958;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00009574816320;          ;'ISENTO;1;SURGICAL;';;;;;;;30.185;02/04/2024;0;   ;;;Particular;   ;                              ;;02/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;02/04/2024;;;Opcional com default SIM
1;150;TRIER MED SC;TRIER MED SC;TRIER MED PRODUTOS HOSPITALARES LTDA;Liberado com limite de credito  ;Giuliandro;contabil@triermed.com.br;8652;4202404;FREDERICO GUILHERME BUSCH          ;87;SALA 702;JARDIM BLUMENAU;BLUMENAU;SC;89010360;FREDERICO GUILHERME BUSCH          ;87;SALA 702;JARDIM BLUMENAU;BLUMENAU;SC;89010360;47 30375007;;;;Mercado interno;;C-Pessoa juridica contribuinte;'10792345000189;17/12/2024;'255851324;34;PEDRO;';;;;;;;31.447;17/12/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;05/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;86;TRIER MED                          ;Opcional com default SIM
1;151;ASSIST MEDICAL SP;ASSIST MEDICAL SP;ASSIST MEDICAL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;Cliente provisorio              ;DANIEL;danielgoes.implantes@hotmail.com, cotacao@assistmedical.com.br,;8164;3543907;40;1764;;JARDIM BELA VISTA;RIO CLARO;SP;13504268;40;1764;;JARDIM BELA VISTA;RIO CLARO;SP;13504268;19 99440-3691;19 81234418;;;Mercado interno;;C-Pessoa juridica contribuinte;'45183148000147;          ;'587451004117;34;PEDRO;';;;;;;;       ;          ;0;   ;;;Distribuidor;   ;                              ;;05/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/04/2024;;;Opcional com default SIM
1;152;DMED DISTRIBUIDORA BA;DMED DISTRIBUIDORA BA;DMED DISTRIBUIDORA DE MATERIAL MEDICO LTDA;Liberado com limite de credito  ;DIANE;diane@dmeddistribuidora.com.br,;821727001;2927408;TANCREDO NEVES                     ;2227;SALA 809 EDIF S;CAMINHO DAS ARVORES;SALVADOR;BA;41820021;TANCREDO NEVES                     ;2227;SALA 809 EDIF S;CAMINHO DAS ARVORES;SALVADOR;BA;41820021;71 99103-3979;;;;Mercado interno;;C-Pessoa juridica contribuinte;'42858386000117;23/12/2024;'182971156PP;34;PEDRO;';;;;;;;31.472;23/12/2024;0;   ;;AFE SEM TRANSPORTE - PROTOCOLO DE INCLUSÃO - REV05;Distribuidor;   ;                              ;;11/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;84;DMED                               ;Opcional com default SIM
1;153;CLASSY MED RJ;CLASSY MED RJ;CLASSY MED COMERCIO DE MATERIAL HOSPITALAR LTDA;Liberado com limite de credito  ;Sheila;qualidade@classymed.com.br, jorgemoreira@classymed.com.br,;449379;3304557;DAS AMERICAS                       ;5001;SAL 223 A 227;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631004;DAS AMERICAS                       ;5001;SAL 223 A 227;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631004;21 35989311;;;;Mercado interno;;C-Pessoa juridica contribuinte;'10587605000184;19/12/2024;'78680393;34;PEDRO;';;;;;;;31.457;19/12/2024;0;   ;;AFE COM TRANSPORTE - REV05 // CLIENTE SEM CONTRATO ATIVO;Distribuidor;   ;                              ;;17/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;87;CLASSY MED                         ;Opcional com default SIM
1;154;SPINALE AL;SPINALE AL;SPINALE COMERCIO DE MATERIAIS HOSPITALARES S/A;Liberado com limite de credito  ;;qualidade@spinale.com.br, compras@spinale.com.br,;90161751;2704302;DOM ANTONIO BRANDAO                ;203;COND OFFICES SA;FAROL;MACEIO;AL;57051190;DOM ANTONIO BRANDAO                ;203;COND OFFICES SA;FAROL;MACEIO;AL;57051190;(82) 3023-1133;;;;Mercado interno;;C-Pessoa juridica contribuinte;'45595462000137;27/01/2025;'240305442;34;PEDRO;';;;;;;;31.588;27/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;23/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;29;NEUROX - SPINALE                   ;Opcional com default SIM
1;155;MEDICINE BH;MEDICINE BH;MEDICINE BH COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;Venda proibida                  ;EDSON;gerencia@medicinebh.com.br, brianbarreto.brt@gmail.com,;1096317001;3106200;JOAQUIM JOSE DINIZ                 ;331;;FERNAO DIAS;BELO HORIZONTE;MG;31910520;JOAQUIM JOSE DINIZ                 ;331;;FERNAO DIAS;BELO HORIZONTE;MG;31910520;31 - 25270614;;;;Mercado interno;;C-Pessoa juridica contribuinte;'31069035000100;          ;'0032431060098;34;PEDRO;';;;;;;;       ;          ;0;   ;;CLIENTE SEM QUALIFICAÇÃO,CADASTRADO EM SISTEMA INDEVIDAMENTE;Distribuidor;   ;                              ;;23/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;24/04/2024;;;Opcional com default SIM
1;156;QUALITY PA;QUALITY PA;QUALITY MEDICAL COMERCIAL DE PRODUTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;MARCOS;compras1@qualitymedical.com.br,  marcos paulo souza silva neuro mt   marcospaulo.silva@qualitymedica;          ;1501402;RUA MUNICIPALIDADE                 ;985;SALA 1205/1206/;UMARIZAL;BELEM;PA;66050350;RUA MUNICIPALIDADE                 ;985;SALA 1205/1206/;UMARIZAL;BELEM;PA;66050350;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'34243692000110;24/06/2024;'156531712;34;PEDRO;';;;;;;;30.571;24/06/2024;0;   ;;;Distribuidor;   ;                              ;;26/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;39;QUALITY                            ;Opcional com default SIM
1;157;ST JUDE MEDICAL BRASIL LTDA;ST JUDE MEDICAL BRASIL LTDA;ST JUDE MEDICAL BRASIL LTDA;Venda proibida                  ;Lilian;monica.camardarodrigues@abbott.com,;2424155;3550308;ITAPEVA                            ;538;CONJ 51 A 54, 6;BELA VISTA;SAO PAULO;SP;1332000;ITAPEVA                            ;538;CONJ 51 A 54, 6;BELA VISTA;SAO PAULO;SP;1332000;(11)9692455773;;;;Mercado interno;;C-Pessoa juridica contribuinte;'00986846000142;30/04/2024;'114679386118;34;PEDRO;';;;;;;;30.340;30/04/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;30/04/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;158;NOBRE MEDICAL SP;NOBRE MEDICAL SP;NOBRE MEDICAL PRODUTOS MEDICOS IMPORTACAO E EXPORTACAO LTDA;Liberado com limite de credito  ;Mayara Alves;milton@nobremedical.com.br, moises@nobremedical.com.br, stenyo franca de lima  stenyo@nobremedical.c;5783523;3550308;DOUTOR LUIZ MIGLIANO               ;1986;SALA 1310/1311/;JARDIM CABORE;SAO PAULO;SP;5711001;DOUTOR LUIZ MIGLIANO               ;1986;SALA 1310/1311/;JARDIM CABORE;SAO PAULO;SP;5711001;1197370-5090;1134735953;;;Mercado interno;;C-Pessoa juridica contribuinte;'26681270000280;15/01/2025;'118378450113;34;PEDRO;';;;;;;;31.531;15/01/2025;0;   ;;AFE COM TRANSPORTE -REV05;Distribuidor;   ;                              ;;13/05/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/11/2024;;;Opcional com default SIM
1;159;NOBRE MEDICAL MS;NOBRE MEDICAL MS;NOBRE MEDICAL PRODUTOS MEDICOS IMPORTACAO E EXPORTACAO LTDA;Liberado com limite de credito  ;MILTON;lucas@nobremedical.com.br,;          ;5002704;AFONSO PENA                        ;4785;SALA 1407;CHACARA CACHOEIRA;CAMPO GRANDE;MS;79040010;AFONSO PENA                        ;4785;SALA 1407;CHACARA CACHOEIRA;CAMPO GRANDE;MS;79040010;62-99976-3010;;;;Mercado interno;;C-Pessoa juridica contribuinte;'26681270000522;          ;'284741817;34;PEDRO;';;;;;;;30.406;16/05/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;15/05/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/11/2024;;;Opcional com default SIM
1;160;MARCUS VINICIUS V DA SILVA GOMES;MARCUS VINICIUS V DA SILVA GOMES;MARCUS VINICIUS V DA SILVA GOMES;Liberado com limite de credito  ;Marcus Vinícius V da S Gomes;dr.marcusvgomes@gmail.com;          ;3550308;RUA BARAO DE JACEGUAI              ;1305;AP 81 B;CAMPO BELO;SAO PAULO;SP;4606003;RUA BARAO DE JACEGUAI              ;1305;AP 81 B;CAMPO BELO;SAO PAULO;SP;4606003;91 9167-7788;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00075995778234;10/06/2024;'ISENTO;1;SURGICAL;'132532;;;;;;;752;10/06/2024;0;   ;;;Medico;   ;                              ;;10/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/06/2024;;;Opcional com default SIM
1;161;SYNTECH BA;SYNTECH BA;SYNTECH COMERCIO IMPORTACAO E EXPORTACAO LTDA;Venda proibida                  ;Carol;farmacia@syntech.com.br, carol@syntech.com.br;13491300;2927408;JOAO DAS BOTAS                     ;28;;CANELA;SALVADOR;BA;40110160;JOAO DAS BOTAS                     ;28;;CANELA;SALVADOR;BA;40110160;71 99729-2275;;;;Mercado interno;;C-Pessoa juridica contribuinte;'00784178000170;27/06/2024;'43301252;34;PEDRO;';;;;;;;30.617;27/06/2024;0;   ;;;Distribuidor;   ;                              ;;11/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;;;Opcional com default SIM
1;162;UNICAMP FUNCAMP;UNICAMP FUNCAMP;FUNDACAO DE DESENVOLVIMENTO DA UNICAMP FUNCAMP;Liberado com limite de credito  ;Marcia;fiscal@funcamp.unicamp.br, mfellone@unicamp.br,;          ;3509502;ERICO VERISSIMO                    ;1251;;CIDADE UNIVERSITARIA;CAMPINAS;SP;13083851;ERICO VERISSIMO                    ;1251;;CIDADE UNIVERSITARIA;CAMPINAS;SP;13083851;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'49607336000106;19/06/2024;'ISENTO;34;PEDRO;';;;;;;;775;19/06/2024;0;   ;;;Outros;   ;                              ;;13/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;13/06/2024;;;Opcional com default SIM
1;163;DINAMICA GO;DINAMICA GO;DINAMICA MEDICAL LTDA;Venda proibida                  ;Samara;qualidade@dinamicamedical.com.br, arquivos@dinamicamedical.com.br, samara@dinamicamedical.com.br    ;3146197;5208707;136;761;QUADRAF-44 LOTE;SETOR SUL;GOIANIA;GO;74093250;136;761;QUADRAF-44 LOTE;SETOR SUL;GOIANIA;GO;74093250;62 39224949;62 8552-7845;;;Mercado interno;;C-Pessoa juridica contribuinte;'14421027000162;18/06/2024;'105148059;34;PEDRO;';;;;;;;30.547;18/06/2024;0;   ;;AFE COM TRANSPORTE -REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;13/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;164;QUALITY AM;QUALITY AM;QUALITY MATERIAL MEDICO E HOSPITALAR LTDA;Liberado com limite de credito  ;Tannaa;quality.adm@qualitymedical.com.br, edmilson.fat@qualitymedical.com.br, compras1@qualitymedical.com.b;2021930;1302603;MACEIO                             ;4;QUADRAP CONJ MA;NOSSA SENHORA DAS GR;MANAUS;AM;69053135;MACEIO                             ;4;QUADRAP CONJ MA;NOSSA SENHORA DAS GR;MANAUS;AM;69053135;092 991758618;65 993113288;;;Mercado interno;;C-Pessoa juridica contribuinte;'13838303000120;18/06/2024;'053206819;34;PEDRO;';;;;;;;30.540;18/06/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;18/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;;;Opcional com default SIM
1;165;MF MEDICAL SP;MF MEDICAL SP;MF MEDICAL IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;Venda proibida                  ;Leandro;qualidade@mfmedical.com.br;7417596;3550308;CUBATAO                            ;86;CONJ 601;VILA MARIANA;SAO PAULO;SP;4013000;CUBATAO                            ;86;CONJ 601;VILA MARIANA;SAO PAULO;SP;4013000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'37362476000182;          ;'136649610110;34;PEDRO;'(11) 2893-2008;;;;;;;30.557;20/06/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;19/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;166;BIOFAC;BIOFAC;BIOFAC INDUSTRIA, COMERCIO E REPRESENTACAO LTDA;Liberado com limite de credito  ;ANDREIA;faturamento@biofac.com.br;600355;3513009;SANTA MONICA                       ;684;;PARQUE INDUSTRIAL SA;COTIA;SP;6715865;SANTA MONICA                       ;684;;PARQUE INDUSTRIAL SA;COTIA;SP;6715865;11 99313-4833;;;;Mercado interno;;C-Pessoa juridica contribuinte;'14112327000160;13/01/2025;'278093996112;34;PEDRO;';;;;;;;983;13/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;24/06/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/11/2024;;;Opcional com default SIM
1;167;NEOCIRURGICA PE;NEOCIRURGICA PE;NEOCIRURGICA PRODUTOS MEDICOS LTDA;Liberado com limite de credito  ;JORGE;jorge.andre@neocirurgica.com.br;413731;2611606;CAPITAO JOSE DA LUZ                ;137;SALA 503;COELHOS;RECIFE;PE;50070540;CAPITAO JOSE DA LUZ                ;137;SALA 503;COELHOS;RECIFE;PE;50070540;81 998349034;;;;Mercado interno;;C-Pessoa juridica contribuinte;'11186851000197;21/01/2025;'038885840;34;PEDRO;';;;;;;;31.569;21/01/2025;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;03/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;09/01/2025;;;Opcional com default SIM
1;168;PH LOGISTICA LTDA;CAPITAL CARGAS;PH LOGISTICA LTDA;Cliente provisorio              ;;;          ;3550308;AV LINO DE ALMEIDA PIRES           ;382;TERREOCOMERCIAL;VILA GUARANI (Z SUL);SAO PAULO;SP;4317180;AV LINO DE ALMEIDA PIRES           ;382;TERREOCOMERCIAL;VILA GUARANI (Z SUL);SAO PAULO;SP;4317180;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'23677228000116;          ;'123198076117;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Outros;   ;                              ;;15/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;15/07/2024;;;Opcional com default SIM
1;169;CARDIOMEDH PRODUTOS MEDICOS E IMPOR;CARDIOMEDH PRODUTOS MEDICOS;CARDIOMEDH PRODUTOS MEDICOS E IMPORTACAO LTDA;Liberado com limite de credito  ;RODRIGO NEVES;finaceiro@cardiomedh.com.br,;          ;2800308;HERMES FONTES                      ;1179;;SALGADO FILHO;ARACAJU;SE;49020550;HERMES FONTES                      ;1179;;SALGADO FILHO;ARACAJU;SE;49020550;(79) 33026918;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07666057000173;15/01/2025;'271125373;34;PEDRO;';;;;;;;989;15/01/2025;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;19/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/01/2025;;;Opcional com default SIM
1;170;UNION MEDIC;UNION MEDIC;UNION MEDIC IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS LTDA;Venda proibida                  ;Andreza;unionprodutosmedicos@gmail.com;          ;3547809;DOM PEDRO II                       ;620;SALA: 14,;JARDIM;SANTO ANDRE;SP;9080000;SIA TRECHO 17 VIA IA-4             ;465;;ZONA INDUSTRIAL (GUA;BRASILIA;DF;71200260;11 97516-3665;11 99511-4833;;;Mercado interno;;C-Pessoa juridica contribuinte;'23027602000138;29/07/2024;'626622477115;34;PEDRO;';;;;;;;30.752;29/07/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05 SEM CONTRATO;Distribuidor;   ;                              ;;26/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;171;ENTERFIX PE;ENTERFIX PE;ENTERFIX IMPORTACAO E COMERCIO DE PRODUTOS MEDICO-HOSPITALARES LTDA;Venda proibida                  ;MARCELO;;          ;2611606;CAPITAO JOSE DA LUZ                ;25;SALA: 1102/1103;COELHOS;RECIFE;PE;50070540;CAPITAO JOSE DA LUZ                ;25;SALA: 1102/1103;COELHOS;RECIFE;PE;50070540;81 31290052;81 8221-9911;;;Mercado interno;;C-Pessoa juridica contribuinte;'18312747000140;          ;'053379500;34;PEDRO;';;;;;;;       ;          ;0;   ;;AFE S TRANSPORTE - LIBERADO NO ALVARÁ SANITÁRIO - REV05 -S/C;Distribuidor;   ;                              ;;30/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;172;OPLIFE GO;OPLIFE GO;HJE MEDICAL LTDA;Venda proibida                  ;Aline Melo;distribuidora.gestao@oplife.com.br;          ;5208707;BUCARESTE                          ;615;QUADRA255 LOTE;JARDIM NOVO MUNDO;GOIANIA;GO;74703100;BUCARESTE                          ;615;QUADRA255 LOTE;JARDIM NOVO MUNDO;GOIANIA;GO;74703100;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'12127487000157;          ;'104741554;34;PEDRO;';;HJE MEDICAL LTDA;;;;;       ;          ;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;31/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
