Codigo produto;;Descricao do produto;Estoque total interno (disponivel+reserva);Estoque reserva;Estoque disponivel;Estoque minimo;Valor do custo medio unitario;Valor da ultima compra;Valor da ultima compra em moeda;Saidas (demanda) mes anterior 1;Saidas (demanda) mes anterior 2;Saidas (demanda) mes anterior 3;Saidas (demanda) mes anterior 4;Tipo da moeda;Tipo do produto;Servico correspondente;Estoque nao conforme;Indicador de calculo do estoque minimo;Marca do produto;Tipo do conjunto;Topico;Indicador de inventario;CST de ICMS;Aliquota ICMS interna;Codigo do convenio;Categoria do convenio;Quantidade maxima para cobranca;Numero registro MS/ANVISA;Data validade do registro MS/ANVISA;Codigo da etiqueta MS/ANVISA;NCM;Indicador de controle de lote;Estoque externo;Estoque total;Controle de validade;Produto esteril;Tipo calculo estoque minimo;Quantidade de dias estoque minimo;Fornecedor preferencial;Codigo de referencia;Unidade compra/Quantidade embalagem;Codigo interno do produto;Situacao do produto;Data da ultima saida;Tipo de remessa do produto;Aliquota de IPI para compra;Aliquota de IPI para venda;Mensagem para tributacao de ICMS;Data da ultima compra;Estoque deposito externo;Valor de reposicao;Codigo para tributacao de ICMS;Codigo para tributacao de IPI;Localizacao no estoque;Estoque Segregado;Descricao comercial;Observacoes internas;Tipo;Grupo do produto;Percentual de PIS para saida;Percentual de COFINS para saida;Data de cadastro;Funcionario responsavel pelo cadastro;CEST-Codigo especificador Substituicao Tributaria;Tipo da data de validade do lote;Data do primeiro movimento de estoque;Data do ultimo movimento de estoque;Codigo TUSS;Classificacao de risco MS/ANVISA;Unidade de venda;Descricao completa - portugues;Descricao completa - importacao/exportacao;Saldo em Conjunto Interno;Saldo em Conjunto Externo;Peso Bruto;Peso Liquido;GTIN-13 do fabricante;EX TIPI;Produto exige registro ANVISA?;Estoque em quarentena;Fator conversao unid.comercial p/unid.tributavel;Codigo identitificador;Perfil para determinacao tributos federais;Quantidade de anos de validade
'230865/767;0;INTR. CAN. MICROMACRO P/DBS-SJ;10;0;10;5;6.284,16;7.735,10;7.735,10;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.39.29;Controle total lote;0;10;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'230865/767;UN /      1;186;Ativo em catalogo;31/05/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;07/07/2023;0;8.028,12;NACIONAL ISENTO;ISENTO;;0;INTRODUTOR CANULADO MICRO-MACRO PARA DBS-SJ;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;02/12/2023;;III-Alto risco;UN;INTRODUTOR CANULADO MICRO-MACRO PARA DBS-SJ;;0;0;0;0;;;Sim;0;1;;;4
'230865/767-2;0;INTR. CAN. MICROMACRO P/DBS-SJ;1;4;-3;5;9.952,74;8.799,92;8.799,92;0;-1;1;2;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.39.29;Controle total lote;0;1;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'230865/767-2;UN /      1;187;Ativo em catalogo;04/01/2024;1-IMPLANT./DESCART(REVENDA);0;0;0;09/10/2023;0;9.696,88;NACIONAL ISENTO;ISENTO;;0;INTRODUTOR CANULADO MICRO MACRO PARA DBS-SJ;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;04/01/2024;;III-Alto risco;UN;INTRODUTOR CANULADO MICRO MACRO PARA DBS-SJ;;0;0;0;0;;;Sim;0;1;;;4
'230886;0;TUBO GUIA UNIVERSAL;2;0;2;3;2.823,70;2.955,64;2.955,64;7;0;2;2;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.39.29;Controle total lote;0;2;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     2-SURGICAL LINE;'230886;UN /      1;209;Ativo em catalogo;22/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;22/12/2023;0;3.256,91;NACIONAL ISENTO;ISENTO;;0;TUBO GUIA UNIVERSAL;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;22/12/2023;;III-Alto risco;UN;TUBO GUIA UNIVERSAL;;0;0;0;0;;;Sim;0;1;;;4
'230886/767;0;INTR. CAN. MICRO/MACRO LESAO;4;0;4;4;5.833,23;5.687,34;5.687,34;13;3;3;4;01 - DOLAR;Normal;;2;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.39.29;Controle total lote;0;4;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'230886/767;UN /      1;181;Ativo em catalogo;22/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;09/01/2024;0;6.267,04;NACIONAL ISENTO;ISENTO;;0;INTRODUTOR CANULADO MICRO MACRO DE LESAO CEREBRAL;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;09/01/2024;;III-Alto risco;UN;INTRODUTOR CANULADO MICRO MACRO DE LESAO CEREBRAL;;0;0;0;0;;;Sim;0;1;;;3
'230886/767-2;0;INTR. CAN. MICRO MACRO P/ DBS;14;0;14;14;5.782,93;5.842,90;5.842,90;7;15;0;14;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.39.29;Controle total lote;0;14;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'230886/767-2;UN /      1;169;Ativo em catalogo;20/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;09/01/2024;0;6.438,46;NACIONAL ISENTO;ISENTO;;0;INTRODUTOR CANULADO MICRO MACRO PARA DBS;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;09/01/2024;;III-Alto risco;UN;INTRODUTOR CANULADO MICRO MACRO PARA DBS;;0;0;0;0;;;Sim;0;1;;;3
'230886/767-3;0;INTR. CAN. MICRO MACRO P/ DBS;15;0;15;10;6.623,24;6.473,80;6.473,80;5;10;8;1;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.39.29;Controle total lote;0;15;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'230886/767-3;UN /      1;180;Ativo em catalogo;19/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;06/12/2023;0;7.133,66;NACIONAL ISENTO;ISENTO;;0;INTRODUTOR CANULADO MICRO MACRO P/ DBS;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;19/12/2023;;III-Alto risco;UN;INTRODUTOR CANULADO MICRO MACRO P/ DBS;;0;0;0;0;;;Sim;0;1;;;4
'230911;0;TUBO P/ ELETR. MACRO ESTIMULA;0;0;0;0;3.000,00;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;55-NEUROFUNCIONAL;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;;;1;9018.90.99;Controle total lote;3;3;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'230911;UN /      1;210;Ativo em catalogo;04/01/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;0;TUBO PARA ELETRODOS MACRO DE ESTIMULACAO;;551-NEUROFUNCIONAL;002-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;26/07/2023;;;UN;TUBO PARA ELETRODOS MACRO DE ESTIMULACAO;;1;0;0;0;;;Nao;0;1;;;3
'260099;0;CABO P GN50 C CONECTOR MACHO;5;0;5;0;104,96;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970007;11/04/2026;1;9018.19.90;Controle total lote;1;6;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'260099;UN /      1;173;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;CABO P GN50 C CONECTOR MACHO P ELETRODOS TC;;752-DOR;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CABO P GN50 C CONECTOR MACHO P ELETRODOS TC;;0;0;0;0;;;Sim;0;1;;;0
'260101;0;CABO TC N50 P/ ELETR. TC;0;0;0;0;1.310,76;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;;;1;9018.90.50;Controle total lote;1;1;NAO;NAO;Calculo Manual;;02/     4-RBTG;'260101;UN /      1;174;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;CABO TC N50 PARA ELETRODOS TC MONOPOLARES E BIPOLARES, CONEC;;752-DOR;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;09/05/2023;;;UN;CABO TC N50 PARA ELETRODOS TC MONOPOLARES E BIPOLARES, CONEC;;0;0;0;0;;;Nao;0;1;;;0
'260511;0;ELETR. CEREB. BIPOLAR 1X1,5;1;0;1;0;500;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'260;0;;;SEM limite;81086970007;11/04/2026;1;9018.90.50;Controle total lote;1;2;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'260511;UN /      1;93;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;ICMS C SUBST ST;ISENTO;;0;ELETRODO CEREBRAL TC RF PARA N50 BIPOLAR 1,0 X 1,5 MM, ASSIM;;759-INSTRUMENTAIS;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;ELETRODO CEREBRAL TC RF PARA N50 BIPOLAR 1,0 X 1,5 MM, ASSIM;;0;0;0;0;;;Sim;0;1;;;0
'260512;0;ELETR. CEREB. BIPOLAR 1X1,5;0;0;0;0;500;0;0;0;2;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'110;18;;;SEM limite;81086970007;11/04/2026;1;9018.90.50;Controle total lote;0;0;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'260512;UN /      1;94;Ativo em catalogo;28/11/2023;2-INSTRUM./EQUIPAM(REVENDA);5,2;5,2;0;;0;0;IMP DIR TRIB ST;PRODUTO TRIBUTA;;0;ELETRODO CEREBRAL TC RF PARA N50 BIPOLAR 1,0 X 1,5 MM;;759-INSTRUMENTAIS;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;28/11/2023;;III-Alto risco;UN;ELETRODO CEREBRAL TC RF PARA N50 BIPOLAR 1,0 X 1,5 MM;;0;0;0;0;;;Sim;0;1;;;0
'260513;0;ELETR. CEREB. BIPOLAR 2 X 2;1;0;1;0;500;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'260;0;;;SEM limite;81086970007;11/04/2026;1;9018.90.50;Controle total lote;1;2;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'260513;UN /      1;95;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;ICMS C SUBST ST;ISENTO;;0;ELETRODO CEREBRAL TC RF PARA N50 BIPOLAR 2,0 X 2,0 MM;;759-INSTRUMENTAIS;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;ELETRODO CEREBRAL TC RF PARA N50 BIPOLAR 2,0 X 2,0 MM;;0;0;0;0;;;Sim;0;1;;;0
'260561;0;TERMO SONDA NEURO N50 P/ ELETR;0;0;0;0;1.832,48;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;10150470124;Vigente;1;9018.90.50;Controle total lote;1;1;NAO;NAO;Calculo Manual;60;02/     4-RBTG;'260561;UN /      1;204;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;TERMO SONDA NEURO N50 PARA ELETRODO COMBINADO ART. NO 230 77;;759-INSTRUMENTAIS;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;09/05/2023;;II-Medio risco;UN;TERMO SONDA NEURO N50 PARA ELETRODO COMBINADO ART. NO 230 77;;0;0;0;0;;;Sim;0;1;;;0
'2803;0;ESTOJO ELETR.MANTA SILICONE;18;3;15;0;102,55;0;0;0;0;0;0;01 - DOLAR;Normal;;1;S-Lista;INNOLCON MEDICAL TEC;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80213420030;Nao vigente;1;9018.49.99;Controle total lote;35;53;NAO;NAO;Calculo Manual;;02/    25-INNOLCON MEDIC;'2803;UN /      1;176;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;ESTOJO DOS ELETRODOS C  MANTA DE SILICONE;;752-DOR;001-RF INOMED;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;09/01/2024;;I-Baixo risco;UN;ESTOJO DOS ELETRODOS C  MANTA DE SILICONE;;0;0;0;0;;;Sim;0;1;;;0
'28551;0;CHAVE PORTA-HASTES TORQUEVARIO;2;1;1;0;343,07;0;0;0;0;0;0;01 - DOLAR;Normal;;1;S-Lista;GETROTECH COMERCIAL;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970010;25/08/2024;1;8207.90.00;Controle total lote;0;2;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'28551;UN /      1;84;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;CHAVE PORTA-HASTES TORQUEVARIOS;;754-NEUROCIRURGIA;005-ZD;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CHAVE PORTA-HASTES TORQUEVARIOS;;0;0;0;0;;;Sim;0;1;;;0
'35011011;0;CX P/ INST. DIVERSOS;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;TECH TOOLS;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;;;1;7310.21.90;Controle total lote;0;0;NAO;NAO;Calculo Manual;;02/     2-SURGICAL LINE;'35011011;UN /      1;44;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;CAIXA PARA INTRUMENTAIS DIVERSOS CAIXA PARA CHAVE;;753-MONITORIZACAO;003-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;;00/00/00;00/00/00;;;UN;CAIXA PARA INTRUMENTAIS DIVERSOS CAIXA PARA CHAVE;;0;0;0;0;;;Nao;0;1;;;0
'445.300.12;0;SONDA FAUCHER 12 36FR 75/80CM;0;0;0;0;109,15;0;0;0;0;0;0;01 - DOLAR;Normal;;2;S-Lista;CIRURGICA FERNANDES;Nao e conjunto;10-BARIATRICA;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;10150470124;Vigente;1;9018.39.21;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/    22-CIRURGICA FERN;'445.300.12;UN /      1;195;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;SONDA FAUCHER 12 MM 36FR 75 A 80 CM RUSCH;;101-BARIATRICA;002-C2;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;09/02/2023;;II-Medio risco;UN;SONDA FAUCHER 12 MM 36FR 75 A 80 CM RUSCH;;0;0;0;0;;;Sim;0;1;;;3
'44530012;0;SONDA FAUCHER 12 36FR 75/80CM;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;CIRURGICA FERNANDES;Nao e conjunto;10-BARIATRICA;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970010;25/08/2024;1;9018.39.21;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/    22-CIRURGICA FERN;'44530012;UN /      1;196;Ativo em catalogo;;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;SONDA FAUCHER 12 MM 36FR 75 A 80 CM RUSCH;;101-BARIATRICA;001-BARICLIP;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);00/00/00;00/00/00;;III-Alto risco;UN;SONDA FAUCHER 12 MM 36FR 75 A 80 CM RUSCH;;0;0;0;0;;;Sim;0;1;;;3
'504120;0;SIST. PORTATIL ISIS MER;0;0;0;0;5.277,79;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;;;1;9033.00.00;Controle total lote;1;1;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'504120;UN /      1;109;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;0;SISTEMA PORTATIL ISIS MER;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;13/01/2023;23/06/2023;;;UN;SISTEMA PORTATIL ISIS MER;;0;0;0;0;;;Nao;0;1;;;0
'504180;0;ISIS NEUROESTIMULADOR;2;0;2;0;46.124,13;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;9018.19.80;Controle total lote;0;2;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'504180;UN /      1;59;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;0;ISIS NEUROESTIMULADOR;;753-MONITORIZACAO;003-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/01/2024;;III-Alto risco;UN;ISIS NEUROESTIMULADOR;;0;0;0;0;;;Sim;0;1;;;0
'504235;0;CABO EXTENSAO USB;1;0;1;0;300,08;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;8544.49.00;Controle total lote;0;1;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'504235;UN /      1;42;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;0;CABO EXTENSAO USB;;753-MONITORIZACAO;003-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CABO EXTENSAO USB;;0;0;0;0;;;Sim;0;1;;;0
'504236;0;CABO EXTENSAO TRIGGER;4;0;4;0;132,95;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;8544.49.00;Controle total lote;0;4;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'504236;UN /      1;41;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;1;CABO EXTENSAO TRIGGER;;753-MONITORIZACAO;003-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CABO EXTENSAO TRIGGER;;0;0;0;0;;;Sim;0;1;;;0
'504245;0;CABO DE CONEXAO USB P/ISIS EMG;2;0;2;0;402,25;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;9033.00.00;Controle total lote;0;2;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'504245;UN /      1;81;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;0;CABO DE CONEXAO USB P/ISIS EMG;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CABO DE CONEXAO USB P/ISIS EMG;;0;0;0;0;;;Sim;0;1;;;0
'504257;0;CABO CONECTOR USB TERRA FUNCI;1;0;1;0;1.035,03;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;9033.00.00;Controle total lote;1;2;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'504257;UN /      1;69;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;DIRETO TRIB.;ISENTO;;0;CABO CONECTOR USB TERRA FUNCIONAL DO CABO DO PACIENTE;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;15/12/2023;;III-Alto risco;UN;CABO CONECTOR USB TERRA FUNCIONAL DO CABO DO PACIENTE;;0;0;0;0;;;Sim;0;1;;;0
'504270;0;ISIS HEADBOX U8DRD;1;0;1;0;3.673,22;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970012;Vigente;1;9018.19.80;Controle total lote;0;1;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'504270;UN /      1;58;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;ISIS HEADBOX U8DRD;;753-MONITORIZACAO;003-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;II-Medio risco;UN;ISIS HEADBOX U8DRD;;0;0;0;0;;;Sim;0;1;;;0
'504720;0;APARELHO P/ TESTE REPETICAO C2;0;0;0;0;6.038,03;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;80-MANUTENCAO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81895419001;Vigente;1;9018.90.99;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;;02/     8-INOMED MEDIZIN;'504720;UN /      1;15;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;1;APARELHO PARA TESTE DE REPETICAO C2;;801-MANUTENCAO;001-PECAS;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;04/01/2023;;II-Medio risco;UN;APARELHO PARA TESTE DE REPETICAO C2;;0;0;0;0;;;Sim;0;1;;;3
'504730;0;EQUIPAMENTO DE TESTE C2 XPLORE;0;0;0;0;6.532,29;6.532,29;6.532,29;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'600;18;;;SEM limite;;;1;9018.90.99;Controle total lote;0;0;NAO;NAO;Calculo automatico;60;02/     8-INOMED MEDIZIN;'504730;UN /      1;452;Ativo em catalogo;;3-ESTOQUE IMOBILIZADO;2;2;0;10/05/2023;0;6.532,29;IMP.DIRET.TRIB.;TRIBUTADO (2%);;1;EQUIPAMENTO DE TESTE C2 XPLORE;;753-MONITORIZACAO;001-C2;0;0;17/04/2023;15-PAULO S.;;;10/05/2023;09/08/2023;;;UN;;;0;0;0;0;;;Nao;0;1;;;0
'508240;0;C2 NERVEMONITOR, SIST.4 CANAIS;0;0;0;0;16.453,36;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970012;Vigente;1;9018.19.80;Controle total lote;2;2;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'508240;UN /      1;112;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);8;8;0;;0;0;DIRETO TRIB.;TRIBUTADO (8%);;0;C2 NERVEMONITOR, SISTEMA DE 4 CANAIS;;753-MONITORIZACAO;004-PIOM;1,65;7,6;22/12/2022;998-VIMAN;;;13/01/2023;21/12/2023;;II-Medio risco;UN;C2 NERVEMONITOR, SISTEMA DE 4 CANAIS;;0;0;0;0;;;Sim;0;1;;;0
